,pChEMBL Value,#RO5 Violations,Smiles
200,8.47,0,COc1ccc(NC(=O)c2ccc3[nH]ncc3c2)cc1Cl
201,8.46,0,O=c1oc2cc(OCc3ccc(Cl)cc3)ccc2s1
202,8.46,0,O=C1OCc2ccc(OCc3cccc(Br)c3)cc21
203,8.45,1,Cc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1
204,8.45,0,Cn1cc2cc(C(=O)Nc3ccc(F)c(Cl)c3)ccc2n1
205,8.45,1,Fc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1
206,8.44,0,Cc1c(C)c2ccc(OCc3cccc(OC(F)(F)F)c3)cc2oc1=O
207,8.44,0,Cl.N[C@H]1C[C@]1(F)c1ccccc1
208,8.44,0,O=c1ccoc2ccc(OCc3cccc(Cl)c3)cc12
209,8.43,0,O=Cc1coc2ccc(OCc3cccc(Br)c3)cc2c1=O
210,8.42,0,O=c1ccc2ccc(OCc3ccccc3)cc2o1
211,8.42,0,COc1cccc(-c2csc(N/N=C(\C)c3cccnc3)n2)c1
212,8.42,0,Fc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1
213,8.41,0,C#CCN(C)[C@H](C)Cc1ccccc1
214,8.41,0,C#CCN(C)[C@H](C)Cc1ccccc1
215,8.41,0,O=c1oc2cc(OCc3ccc(Cl)cc3)ccc2s1
216,8.41,0,NCCNC(=O)c1ccc(Cl)cn1
217,8.41,0,Cc1c(C)c2cc(O)c(OCc3ccccc3)cc2oc1=O
218,8.4,0,O=C1Nc2ccc(/C=C/c3ccccc3)cc2C1=O
219,8.4,0,CC(=O)c1ccc(OCc2cccc(Br)c2)cc1O
220,8.4,0,Fc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1
221,8.4,0,O=c1oc2cc(OCc3cccc(Cl)c3)ccc2s1
222,8.4,1,Fc1ccc(-c2csc(NN=C3CCCCCC3)n2)cc1
223,8.4,0,C#CCN[C@@H]1CCc2ccccc21
224,8.4,0,Cl.NC(=O)[C@@H]1CC[C@H](c2ccc(OCc3ccccc3F)cc2)N1
225,8.4,0,O=C1COC(c2ccc(/N=N/c3ccccc3)cc2)=NN1
226,8.4,0,COc1ccc2occ(C(=O)Nc3cccc(Cl)c3)c(=O)c2c1
227,8.4,0,C#CCN(C)CCCCCOc1ccc2c(c1)OCCC2=O
228,8.4,0,CC(=O)c1ccc(OCc2ccc(Br)cc2)cc1O
229,8.39,0,Cc1ccc2oc(=O)c(-c3ccc(N)cc3)cc2c1
230,8.39,0,C#CCNCc1cc2cc(OCc3ccccc3)ccc2[nH]1
231,8.38,0,Cc1ccc2occ(C(=O)Nc3cccc(Cl)c3)c(=O)c2c1
232,8.38,1,c1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1
233,8.37,0,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O
234,8.37,1,Cc1c(C)c2ccc(OCc3cccc(C(F)(F)F)c3)cc2oc1=O
235,8.36,0,C#CCN[C@@H]1CCc2ccccc21
236,8.36,0,COc1cc(NC(=O)c2ccc3[nH]ncc3c2)ccc1Cl
237,8.36,0,N#CCCn1nc(-c2ccc(OCc3ccccc3)cc2)oc1=S
238,8.36,0,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1
239,8.36,0,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1
240,8.35,0,O=C1NC(=O)c2cc(SCc3ccccc3)ccc21
241,8.35,0,O=C1CCCc2cc(OCc3cccc(I)c3)ccc21
242,8.35,0,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1
243,8.35,0,COc1ccc(C(=O)/C=C/C=C/c2ccc(Cl)cc2)c(O)c1
244,8.35,0,CC1CC(=O)c2cnc(Nc3ccc(C#N)cc3)nc2C1
245,8.35,0,O=C1CCCc2cc(OCc3ccc(I)cc3)ccc21
246,8.35,0,CCC(C)(C)c1ccc(OCCCN2CCCC2)cc1
247,8.34,0,O=C1c2ccccc2-c2nnc(-c3cccc(Cl)c3)cc21
248,8.33,1,C#CCNC1CCc2c(SCc3cccc(C(F)(F)F)c3)cccc21
249,8.32,0,O=C(Nc1ccc2[nH]ccc2n1)c1ccc(Cl)c(F)c1
250,8.32,0,N#Cc1ccc(OCc2ccc(Br)cc2)cc1C#N
251,8.32,0,N#Cc1ccc(OCc2ccc(Br)cc2)cc1C#N
252,8.3,0,NCCNC(=O)c1ccc(Cl)cn1
253,8.3,0,O=C(/C=C/c1ccccc1)c1cccc(C(F)(F)F)c1
254,8.3,0,Cc1c(C)c2ccc(OCc3cccc(F)c3)cc2oc1=O
255,8.3,0,C[C@@H]1CC/C(=N\Nc2nc(-c3ccc(F)cc3F)cs2)C1
